"","player","tm","game_id","pa.yds","pa.tds","pa.int","ru.yds","ru.tds","ru.lst","re.yds","re.tds","re.cat"
"883","J.Britt","HOU","2021_03_CAR_HOU",NA,NA,NA,0,0,0,NA,NA,NA
"884","J.Gillan","CLE","2021_01_CLE_KC",NA,NA,NA,0,0,0,NA,NA,NA
"885","J.Jackson","LAC","2021_03_LAC_KC",NA,NA,NA,0,0,0,NA,NA,NA
"886","J.Reagor","PHI","2021_07_PHI_LV",NA,NA,NA,0,0,0,25,1,2
"887","J.Richard","LV","2021_06_LV_DEN",NA,NA,NA,0,0,0,3,0,1
"888","J.Taylor","NE","2021_04_TB_NE",NA,NA,NA,0,0,0,0,0,1
"889","K.Ballage","PIT","2021_05_DEN_PIT",NA,NA,NA,0,0,0,0,0,0
"890","K.Juszczyk","SF","2021_05_SF_ARI",NA,NA,NA,0,0,0,35,0,3
"891","L.Shenault","JAX","2021_02_DEN_JAX",NA,NA,NA,0,0,0,-3,0,2
"892","M.Garcia","ARI","2021_07_HOU_ARI",NA,NA,NA,0,0,0,NA,NA,NA
"893","M.Orzech","LA","2021_02_LA_IND",NA,NA,NA,0,1,1,NA,NA,NA
"894","P.Barber","LV","2021_04_LV_LAC",NA,NA,NA,0,0,0,NA,NA,NA
"895","S.Mustipher","CHI","2021_06_GB_CHI",NA,NA,NA,0,0,0,NA,NA,NA
"896","S.Mustipher","CHI","2021_07_CHI_TB",NA,NA,NA,0,0,0,NA,NA,NA
"897","T.Biadasz","DAL","2021_04_CAR_DAL",NA,NA,NA,0,0,0,NA,NA,NA
"898","T.Tremble","CAR","2021_06_MIN_CAR",NA,NA,NA,0,0,0,0,0,0
"899","B.Bolden","NE","2021_03_NO_NE",NA,NA,NA,-1,0,0,23,0,3
"900","B.Bolden","NE","2021_06_DAL_NE",NA,NA,NA,-1,0,0,3,0,1
"901","C.Lamb","DAL","2021_03_PHI_DAL",NA,NA,NA,-1,0,0,66,0,3
"902","Dj.Moore","CAR","2021_03_CAR_HOU",NA,NA,NA,-1,0,0,126,0,8
"903","J.McKissic","WAS","2021_05_NO_WAS",NA,NA,NA,-1,0,0,8,0,1
"904","L.Rountree","LAC","2021_02_DAL_LAC",NA,NA,NA,-1,0,0,-1,0,1
"905","P.Lindsay","HOU","2021_04_HOU_BUF",NA,NA,NA,-1,0,0,NA,NA,NA
"906","R.Burkhead","HOU","2021_04_HOU_BUF",NA,NA,NA,-1,0,0,NA,NA,NA
"907","S.Perine","CIN","2021_03_CIN_PIT",NA,NA,NA,-1,0,0,8,0,1
"908","T.Cannon","SF","2021_02_SF_PHI",NA,NA,NA,-1,0,0,NA,NA,NA
"909","A.Schwartz","CLE","2021_07_DEN_CLE",NA,NA,NA,-2,0,0,22,0,2
"910","D.Duvernay","BAL","2021_07_CIN_BAL",NA,NA,NA,-2,0,0,11,0,1
"911","Da.Williams","KC","2021_02_KC_BAL",NA,NA,NA,-2,1,0,NA,NA,NA
"912","J.Chase","CIN","2021_01_MIN_CIN",NA,NA,NA,-2,0,0,101,1,5
"913","M.Goodwin","CHI","2021_01_CHI_LA",NA,NA,NA,-2,0,0,45,0,4
"914","A.Schwartz","CLE","2021_06_ARI_CLE",NA,NA,NA,-3,0,0,11,0,2
"915","C.Claypool","PIT","2021_02_LV_PIT",NA,NA,NA,-3,0,0,70,0,3
"916","D.Ozigbo","NO","2021_07_NO_SEA",NA,NA,NA,-3,0,0,7,0,1
"917","E.Engram","NYG","2021_04_NYG_NO",NA,NA,NA,-3,0,0,27,0,5
"918","I.McKenzie","BUF","2021_01_PIT_BUF",NA,NA,NA,-3,0,0,NA,NA,NA
"919","S.Smith","CAR","2021_07_CAR_NYG",NA,NA,NA,-3,0,0,0,0,0
"920","D.Brown","WAS","2021_03_WAS_BUF",NA,NA,NA,-4,0,0,0,0,0
"921","D.Harris","NE","2021_04_TB_NE",NA,NA,NA,-4,0,0,30,0,2
"922","Dj.Moore","CAR","2021_05_PHI_CAR",NA,NA,NA,-4,0,0,42,0,5
"923","J.Jackson","LAC","2021_04_LV_LAC",NA,NA,NA,-4,0,0,17,0,4
"924","C.Kupp","LA","2021_02_LA_IND",NA,NA,NA,-5,0,0,163,2,9
"925","A.Dulin","IND","2021_03_IND_TEN",NA,NA,NA,-7,0,0,NA,NA,NA
"926","S.Shepard","NYG","2021_02_NYG_WAS",NA,NA,NA,-9,0,0,94,0,9
"927","D.Adams","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,206,1,11
"928","J.Chase","CIN","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,201,1,8
"929","D.Samuel","SF","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,189,1,9
"930","T.Hill","KC","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,186,3,11
"931","T.Lockett","SEA","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,178,1,8
"932","M.Williams","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,165,2,8
"933","K.Pitts","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,163,0,7
"934","C.Sutton","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,159,0,9
"935","J.Chase","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,159,1,6
"936","C.Kupp","LA","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,156,2,10
"937","R.Woods","LA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,150,0,12
"938","D.Njoku","CLE","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,149,1,7
"939","M.Andrews","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,147,2,11
"940","A.Cooper","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,139,2,13
"941","A.Brown","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,133,1,8
"942","B.Cooks","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,132,0,5
"943","D.Adams","GB","2021_03_GB_SF",NA,NA,NA,NA,NA,NA,132,1,12
"944","C.Claypool","PIT","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,130,1,5
"945","C.Kupp","LA","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,130,2,9
"946","J.Jones","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,128,0,6
"947","M.Brown","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,125,2,9
"948","A.Brown","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,124,2,7
"949","J.Jefferson","MIN","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,124,0,7
"950","M.Pittman","IND","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,123,0,8
"951","T.McLaurin","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,123,2,6
"952","D.Smith","PHI","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,122,0,7
"953","M.Williams","LAC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,122,2,7
"954","T.McLaurin","WAS","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,122,1,7
"955","D.Adams","GB","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,121,0,8
"956","C.Sutton","DEN","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,120,1,7
"957","D.Jackson","LA","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,120,1,3
"958","K.Pitts","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,119,1,9
"959","J.Jefferson","MIN","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,118,1,9
"960","T.Boyd","CIN","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,118,0,9
"961","D.Knox","BUF","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,117,1,3
"962","Q.Watkins","PHI","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,117,0,2
"963","K.Golladay","NYG","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,116,0,6
"964","M.Gesicki","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,115,0,8
"965","R.Moore","ARI","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,114,2,7
"966","S.Diggs","BUF","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,114,0,7
"967","M.Brown","BAL","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,113,1,6
"968","M.Evans","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,113,2,6
"969","S.Shepard","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,113,1,7
"970","A.Green","ARI","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,112,0,5
"971","C.Davis","NYJ","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,111,1,4
"972","C.Godwin","TB","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,111,1,8
"973","C.Moore","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,109,1,5
"974","M.Andrews","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,109,0,5
"975","T.Kelce","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,109,1,7
"976","C.Kupp","LA","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,108,1,7
"977","K.Allen","LAC","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,108,0,4
"978","D.Metcalf","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,107,1,6
"979","T.McLaurin","WAS","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,107,1,11
"980","M.Evans","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,106,0,8
"981","C.Godwin","TB","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,105,1,9
"982","D.Johnson","PIT","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,105,0,9
"983","D.Waller","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,105,1,10
"984","M.Pittman","IND","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,105,1,4
"985","C.Kirk","ARI","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,104,0,7
"986","C.Lamb","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,104,1,7
"987","T.Kelce","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,104,0,7
"988","D.Peoples-Jones","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,101,2,4
"989","D.Samuel","SF","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,100,1,7
"990","K.Allen","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,100,0,9
"991","M.Jones","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,100,1,7
"992","T.Lockett","SEA","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,100,2,4
"993","T.Kelce","KC","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,99,0,8
"994","C.Beasley","BUF","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,98,0,11
"995","D.Metcalf","SEA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,98,2,5
"996","T.Patrick","DEN","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,98,0,5
"997","C.Davis","NYJ","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,97,2,5
"998","H.Ruggs","LV","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,97,1,3
"999","J.Chase","CIN","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,97,0,4
"1000","N.Fant","DEN","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,97,1,9
"1001","T.Hockenson","DET","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,97,2,8
"1002","C.Claypool","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,96,0,9
"1003","C.Kupp","LA","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,96,2,9
"1004","D.Metcalf","SEA","2021_07_NO_SEA",NA,NA,NA,NA,NA,NA,96,1,2
"1005","K.Bourne","NE","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,96,1,6
"1006","S.Watkins","BAL","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,96,0,4
"1007","C.Uzomah","CIN","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,95,2,5
"1008","C.Sutton","DEN","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,94,1,8
"1009","E.Sanders","BUF","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,94,2,5
"1010","J.Meyers","NE","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,94,0,9
"1011","M.Williams","ARI","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,94,0,7
"1012","A.Brown","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,93,1,9
"1013","A.Thielen","MIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,92,2,9
"1014","C.Kupp","LA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,92,0,7
"1015","D.Johnson","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,92,1,9
"1016","K.Cole","NYJ","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,92,0,3
"1017","A.Brown","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,91,0,7
"1018","C.Uzomah","CIN","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,91,2,3
"1019","E.Sanders","BUF","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,91,0,5
"1020","K.Osborn","MIN","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,91,1,5
"1021","M.Brown","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,91,1,4
"1022","M.Williams","LAC","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,91,1,7
"1023","R.Gronkowski","TB","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,90,2,8
"1024","V.Jefferson","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,90,1,6
"1025","B.Cooks","HOU","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,89,0,9
"1026","B.Edwards","LV","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,89,0,3
"1027","D.Adams","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,89,0,4
"1028","M.Pittman","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,89,1,6
"1029","S.Diggs","BUF","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,89,1,9
"1030","T.Patrick","DEN","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,89,0,7
"1031","C.Beasley","BUF","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,88,1,7
"1032","D.Hopkins","ARI","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,87,1,6
"1033","D.Chark","JAX","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,86,1,3
"1034","M.Gesicki","MIA","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,86,0,10
"1035","M.Callaway","NO","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,85,2,4
"1036","M.Gesicki","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,85,1,7
"1037","C.Conley","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,84,1,3
"1038","J.Jefferson","MIN","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,84,1,6
"1039","D.Hopkins","ARI","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,83,2,6
"1040","J.Waddle","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,83,0,7
"1041","Q.Cephus","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,83,0,4
"1042","M.Williams","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,82,1,8
"1043","B.Edwards","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,81,0,4
"1044","D.Parker","MIA","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,81,0,4
"1045","C.Ridley","ATL","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,80,0,7
"1046","D.Schultz","DAL","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,80,2,6
"1047","J.Jefferson","MIN","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,80,0,8
"1048","M.Brown","BAL","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,80,1,5
"1049","R.Bateman","BAL","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,80,0,3
"1050","T.Hilton","IND","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,80,0,4
"1051","V.Jefferson","LA","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,80,1,2
"1052","A.Green","ARI","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,79,1,5
"1053","D.Schultz","DAL","2021_05_NYG_DAL",NA,NA,NA,NA,NA,NA,79,0,6
"1054","D.Schultz","DAL","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,79,0,5
"1055","O.Beckham","CLE","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,79,0,5
"1056","B.Cooks","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,78,1,9
"1057","G.Kittle","SF","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,78,0,4
"1058","J.Agnew","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,78,0,5
"1059","K.Osborn","MIN","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,78,1,6
"1060","D.Parker","MIA","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,77,1,4
"1061","D.Smith","PHI","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,77,0,7
"1062","H.Renfrow","LV","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,77,1,5
"1063","J.Chase","CIN","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,77,0,6
"1064","J.Ross","NYG","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,77,1,3
"1065","M.Jones","JAX","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,77,1,5
"1066","D.Adams","GB","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,76,1,6
"1067","D.Njoku","CLE","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,76,0,3
"1068","K.Osborn","MIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,76,0,7
"1069","M.Evans","TB","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,76,3,6
"1070","M.Hardman","KC","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,76,0,9
"1071","S.Shepard","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,76,0,10
"1072","T.Hill","KC","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,76,1,9
"1073","T.Kelce","KC","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,76,2,6
"1074","C.Kirk","ARI","2021_06_ARI_CLE",NA,NA,NA,NA,NA,NA,75,1,5
"1075","H.Henry","NE","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,75,1,6
"1076","K.Allen","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,75,0,6
"1077","K.Bourne","NE","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,75,2,1
"1078","M.Evans","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,75,2,5
"1079","M.Evans","TB","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,75,0,7
"1080","J.Proche","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,74,0,5
"1081","M.Callaway","NO","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,74,0,2
"1082","T.Hockenson","DET","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,74,0,8
"1083","T.Kelce","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,74,0,7
"1084","A.Humphries","WAS","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,73,0,3
"1085","B.Berrios","NYJ","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,73,0,7
"1086","B.Pringle","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,73,0,5
"1087","Dj.Moore","CAR","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,73,0,6
"1088","K.Pitts","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,73,0,5
"1089","T.Boyd","CIN","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,73,1,7
"1090","D.Harris","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,72,1,2
"1091","D.Harris","NO","2021_05_NO_WAS",NA,NA,NA,NA,NA,NA,72,1,1
"1092","D.Johnson","PIT","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,72,1,2
"1093","J.Jeudy","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,72,0,6
"1094","N.Agholor","NE","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,72,1,5
"1095","D.Smith","PHI","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,71,1,6
"1096","T.Conklin","MIN","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,71,0,3
"1097","A.St","DET","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,70,0,6
"1098","C.Godwin","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,70,0,7
"1099","C.Kirk","ARI","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,70,2,5
"1100","D.Goedert","PHI","2021_07_PHI_LV",NA,NA,NA,NA,NA,NA,70,0,3
"1101","D.Peoples-Jones","CLE","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,70,0,5
"1102","H.Renfrow","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,70,0,6
"1103","J.Cook","LAC","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,70,1,6
"1104","J.Waddle","MIA","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,70,2,10
"1105","R.Woods","LA","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,70,0,6
"1106","T.Conklin","MIN","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,70,1,7
"1107","A.Cooper","DAL","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,69,1,3
"1108","J.Washington","PIT","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,69,0,4
"1109","R.Cobb","GB","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,69,2,5
"1110","S.Diggs","BUF","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,69,0,9
"1111","S.Diggs","BUF","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,69,0,2
"1112","C.Sutton","DEN","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,68,0,5
"1113","D.Jackson","LA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,68,0,1
"1114","K.Raymond","DET","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,68,0,6
"1115","M.Andrews","BAL","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,68,1,5
"1116","R.Moore","ARI","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,68,0,4
"1117","S.Watkins","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,68,0,4
"1118","T.Higbee","LA","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,68,0,5
"1119","A.Green","ARI","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,67,1,5
"1120","B.Edwards","LV","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,67,0,2
"1121","D.Hopkins","ARI","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,67,0,4
"1122","M.Andrews","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,67,0,5
"1123","P.Brown","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,67,0,4
"1124","R.Gage","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,67,1,4
"1125","A.Green","ARI","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,66,0,3
"1126","D.Goedert","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,66,0,2
"1127","D.Mooney","CHI","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,66,0,6
"1128","M.Williams","ARI","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,66,1,5
"1129","T.Hockenson","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,66,1,8
"1130","A.St","DET","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,65,0,7
"1131","C.Kirk","ARI","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,65,0,3
"1132","D.Metcalf","SEA","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,65,1,4
"1133","D.Slayton","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,65,0,3
"1134","D.Waller","LV","2021_02_LV_PIT",NA,NA,NA,NA,NA,NA,65,0,5
"1135","J.Chase","CIN","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,65,2,4
"1136","J.Jefferson","MIN","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,65,1,6
"1137","C.Kupp","LA","2021_04_ARI_LA",NA,NA,NA,NA,NA,NA,64,0,5
"1138","D.Adams","GB","2021_04_PIT_GB",NA,NA,NA,NA,NA,NA,64,0,6
"1139","D.Arnold","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,64,1,6
"1140","J.Doyle","IND","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,64,0,5
"1141","K.Golladay","NYG","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,64,0,4
"1142","K.Golladay","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,64,0,4
"1143","A.Brown","TB","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,63,0,7
"1144","A.Robinson","CHI","2021_04_DET_CHI",NA,NA,NA,NA,NA,NA,63,0,3
"1145","B.Pringle","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,63,1,2
"1146","B.Zylstra","CAR","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,63,0,2
"1147","C.Ridley","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,63,1,7
"1148","C.Rogers","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,63,0,5
"1149","D.Slayton","NYG","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,63,0,5
"1150","Q.Cephus","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,63,1,4
"1151","R.Higgins","CLE","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,63,0,4
"1152","R.Tonyan","GB","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,63,1,4
"1153","T.Johnson","TB","2021_03_TB_LA",NA,NA,NA,NA,NA,NA,63,0,3
"1154","C.Godwin","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,62,1,4
"1155","C.Rogers","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,62,0,4
"1156","M.Jones","JAX","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,62,0,6
"1157","N.Fant","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,62,0,6
"1158","S.Diggs","BUF","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,62,0,6
