"","player","tm","game_id","pa.yds","pa.tds","pa.int","ru.yds","ru.tds","ru.lst","re.yds","re.tds","re.cat"
"1430","T.Boyd","CIN","2021_01_MIN_CIN",NA,NA,NA,NA,NA,NA,32,0,3
"1431","T.Higgins","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,32,0,5
"1432","D.Duvernay","BAL","2021_04_BAL_DEN",NA,NA,NA,NA,NA,NA,31,0,3
"1433","D.Smith","PHI","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,31,0,2
"1434","H.Henry","NE","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,31,0,3
"1435","K.Pitts","ATL","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,31,0,4
"1436","M.Lewis","GB","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,31,0,3
"1437","R.Woods","LA","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,31,1,2
"1438","T.Lockett","SEA","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,31,0,4
"1439","Z.Pascal","IND","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,31,0,2
"1440","C.Wilson","DAL","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,30,1,2
"1441","C.Woerner","SF","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,30,0,2
"1442","D.Brown","WAS","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,30,0,3
"1443","K.Cole","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,30,0,2
"1444","K.Hill","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,30,0,3
"1445","L.Smith","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,30,0,3
"1446","L.Thomas","WAS","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,30,1,3
"1447","R.Anderson","CAR","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,30,0,2
"1448","R.Cobb","GB","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,30,0,2
"1449","C.Brate","TB","2021_04_TB_NE",NA,NA,NA,NA,NA,NA,29,0,2
"1450","D.Arnold","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,29,0,2
"1451","D.Parham","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,29,1,2
"1452","H.Hurst","ATL","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,29,0,4
"1453","J.Cook","LAC","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,29,0,1
"1454","J.Jones","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,29,0,3
"1455","J.Oliver","BAL","2021_07_CIN_BAL",NA,NA,NA,NA,NA,NA,29,0,2
"1456","J.Proche","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,29,0,1
"1457","M.Pittman","IND","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,29,0,3
"1458","N.Westbrook-Ikhine","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,29,0,3
"1459","R.Bateman","BAL","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,29,0,4
"1460","R.Higgins","CLE","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,29,1,3
"1461","W.Dissly","SEA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,29,0,2
"1462","Z.Ertz","PHI","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,29,1,4
"1463","D.Goedert","PHI","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,28,0,2
"1464","D.Smith","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,28,1,3
"1465","H.Hurst","ATL","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,28,0,4
"1466","J.Cook","LAC","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,28,0,3
"1467","J.Smith","NE","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,28,0,4
"1468","K.Hamler","DEN","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,28,0,1
"1469","M.Alie-Cox","IND","2021_06_HOU_IND",NA,NA,NA,NA,NA,NA,28,1,1
"1470","M.Hardman","KC","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,28,0,4
"1471","N.Collins","HOU","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,28,0,2
"1472","N.Harry","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,28,0,1
"1473","R.Gage","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,28,1,5
"1474","T.McLaurin","WAS","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,28,0,4
"1475","A.Hooper","CLE","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,27,0,3
"1476","A.Lazard","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,27,1,3
"1477","A.Robinson","CHI","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,27,0,2
"1478","C.Conley","HOU","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,27,0,2
"1479","D.Arnold","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,27,0,2
"1480","G.Swaim","TEN","2021_03_IND_TEN",NA,NA,NA,NA,NA,NA,27,0,3
"1481","J.Cook","LAC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,27,0,2
"1482","J.Fortson","KC","2021_06_KC_WAS",NA,NA,NA,NA,NA,NA,27,0,1
"1483","J.Ross","NYG","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,27,0,2
"1484","L.Humphrey","NO","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,27,0,1
"1485","M.Evans","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,27,0,2
"1486","M.Pruitt","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,27,1,2
"1487","M.Williams","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,27,0,2
"1488","N.Westbrook-Ikhine","TEN","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,27,0,3
"1489","R.Higgins","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,27,0,2
"1490","A.Cooper","DAL","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,26,0,3
"1491","A.St","DET","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,26,0,5
"1492","B.Berrios","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,26,0,2
"1493","C.Brate","TB","2021_06_TB_PHI",NA,NA,NA,NA,NA,NA,26,0,3
"1494","C.Evans","CIN","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,26,0,2
"1495","C.Ridley","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,26,1,4
"1496","D.Mooney","CHI","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,26,0,5
"1497","K.Osborn","MIN","2021_03_SEA_MIN",NA,NA,NA,NA,NA,NA,26,0,2
"1498","M.Strachan","IND","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,26,0,2
"1499","R.Cobb","GB","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,26,0,3
"1500","T.Kroft","NYJ","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,26,0,3
"1501","T.Marshall","CAR","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,26,0,3
"1502","A.Erickson","CAR","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,25,0,1
"1503","A.Green","ARI","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,25,0,2
"1504","D.Knox","BUF","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,25,0,3
"1505","G.Davis","BUF","2021_06_BUF_TEN",NA,NA,NA,NA,NA,NA,25,0,2
"1506","H.Henry","NE","2021_06_DAL_NE",NA,NA,NA,NA,NA,NA,25,1,2
"1507","J.Cook","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,25,1,4
"1508","J.Smith-Schuster","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,25,0,3
"1509","K.Hinton","DEN","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,25,1,2
"1510","K.Rudolph","NYG","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,25,0,2
"1511","M.Alie-Cox","IND","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,25,1,3
"1512","M.Jones","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,25,0,1
"1513","R.Dwelley","SF","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,25,0,2
"1514","T.Conklin","MIN","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,25,0,2
"1515","T.Irwin","CIN","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,25,0,1
"1516","A.Cooper","DAL","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,24,0,3
"1517","A.Okwuegbunam","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,24,0,4
"1518","A.Robinson","CHI","2021_02_CIN_CHI",NA,NA,NA,NA,NA,NA,24,1,2
"1519","C.Wilson","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,24,0,3
"1520","D.Carter","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,24,0,1
"1521","D.Goedert","PHI","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,24,0,2
"1522","E.Engram","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,24,0,3
"1523","J.Crowder","NYJ","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,24,0,4
"1524","J.Doyle","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,24,0,1
"1525","J.O'Shaughnessy","JAX","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,24,0,1
"1526","J.Reagor","PHI","2021_05_PHI_CAR",NA,NA,NA,NA,NA,NA,24,0,3
"1527","K.Rudolph","NYG","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,24,0,2
"1528","K.Smith","NYG","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,24,0,2
"1529","M.Evans","TB","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,24,0,3
"1530","M.Jones","JAX","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,24,0,3
"1531","P.Campbell","IND","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,24,0,1
"1532","P.Freiermuth","PIT","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,24,0,1
"1533","R.Higgins","CLE","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,24,0,2
"1534","T.Benson","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,24,0,1
"1535","T.Boyd","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,24,0,4
"1536","T.Lockett","SEA","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,24,0,4
"1537","A.Firkser","TEN","2021_04_TEN_NYJ",NA,NA,NA,NA,NA,NA,23,0,3
"1538","A.Shaheen","MIA","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,23,0,4
"1539","A.St","DET","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,23,0,2
"1540","B.Cooks","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,23,0,3
"1541","B.Pringle","KC","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,23,0,2
"1542","D.Arnold","CAR","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,23,0,2
"1543","D.Smythe","MIA","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,23,0,2
"1544","E.Saubert","DEN","2021_06_LV_DEN",NA,NA,NA,NA,NA,NA,23,0,3
"1545","G.Davis","BUF","2021_03_WAS_BUF",NA,NA,NA,NA,NA,NA,23,0,1
"1546","H.Henry","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,23,1,2
"1547","J.Johnson","NO","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,23,0,1
"1548","J.Reynolds","TEN","2021_07_KC_TEN",NA,NA,NA,NA,NA,NA,23,0,3
"1549","O.Beckham","CLE","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,23,0,2
"1550","Q.Watkins","PHI","2021_01_PHI_ATL",NA,NA,NA,NA,NA,NA,23,0,3
"1551","T.Kelce","KC","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,23,0,4
"1552","T.Sherfield","SF","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,23,1,2
"1553","A.Ingold","LV","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,22,0,4
"1554","B.Edwards","LV","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,22,0,2
"1555","C.Kmet","CHI","2021_05_CHI_LV",NA,NA,NA,NA,NA,NA,22,0,2
"1556","C.Manhertz","JAX","2021_01_JAX_HOU",NA,NA,NA,NA,NA,NA,22,1,1
"1557","C.Rogers","TEN","2021_02_TEN_SEA",NA,NA,NA,NA,NA,NA,22,0,2
"1558","D.Duvernay","BAL","2021_03_BAL_DET",NA,NA,NA,NA,NA,NA,22,1,2
"1559","E.Moore","NYJ","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,22,0,3
"1560","G.Olszewski","NE","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,22,0,1
"1561","O.Zaccheaus","ATL","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,22,0,2
"1562","P.Brown","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,22,0,2
"1563","P.Campbell","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,22,0,2
"1564","P.Freiermuth","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,22,1,3
"1565","R.Cobb","GB","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,22,0,3
"1566","R.Griffin","NYJ","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,22,0,3
"1567","T.Hockenson","DET","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,22,0,2
"1568","B.Cooks","HOU","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,21,0,5
"1569","C.Johnson","NYG","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,21,0,2
"1570","D.Hopkins","ARI","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,21,0,3
"1571","D.Jackson","LA","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,21,0,2
"1572","E.Engram","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,21,0,2
"1573","J.Doyle","IND","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,21,0,3
"1574","J.Johnson","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,21,2,3
"1575","J.Palmer","LAC","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,21,0,2
"1576","L.Farrell","JAX","2021_06_MIA_JAX",NA,NA,NA,NA,NA,NA,21,0,1
"1577","N.Agholor","NE","2021_02_NE_NYJ",NA,NA,NA,NA,NA,NA,21,0,3
"1578","O.Howard","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,21,0,1
"1579","R.Dwelley","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,21,1,1
"1580","A.Miller","HOU","2021_03_CAR_HOU",NA,NA,NA,NA,NA,NA,20,1,4
"1581","A.Wilson","MIA","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,20,0,4
"1582","B.Bell","KC","2021_02_KC_BAL",NA,NA,NA,NA,NA,NA,20,0,1
"1583","B.Jarwin","DAL","2021_01_DAL_TB",NA,NA,NA,NA,NA,NA,20,0,3
"1584","F.Swain","SEA","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,20,1,3
"1585","G.Everett","SEA","2021_01_SEA_IND",NA,NA,NA,NA,NA,NA,20,1,2
"1586","J.James","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,20,0,3
"1587","J.Johnson","NO","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,20,1,2
"1588","J.Washington","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,20,0,3
"1589","M.Andrews","BAL","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,20,0,3
"1590","N.Fant","DEN","2021_05_DEN_PIT",NA,NA,NA,NA,NA,NA,20,0,3
"1591","O.Beckham","CLE","2021_05_CLE_LAC",NA,NA,NA,NA,NA,NA,20,0,2
"1592","O.Zaccheaus","ATL","2021_05_NYJ_ATL",NA,NA,NA,NA,NA,NA,20,0,2
"1593","S.Smith","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,20,0,2
"1594","W.Fuller","MIA","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,20,0,3
"1595","A.Firkser","TEN","2021_01_ARI_TEN",NA,NA,NA,NA,NA,NA,19,0,3
"1596","A.Hooper","CLE","2021_03_CHI_CLE",NA,NA,NA,NA,NA,NA,19,1,2
"1597","A.Humphries","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,19,0,1
"1598","Am.Rodgers","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,19,0,1
"1599","C.Samuel","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,19,0,4
"1600","D.Brown","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,19,0,1
"1601","D.Byrd","CHI","2021_01_CHI_LA",NA,NA,NA,NA,NA,NA,19,0,3
"1602","D.Chark","JAX","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,19,0,1
"1603","D.Ogunbowale","JAX","2021_05_TEN_JAX",NA,NA,NA,NA,NA,NA,19,0,1
"1604","D.Parham","LAC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,19,0,1
"1605","E.Ebron","PIT","2021_01_PIT_BUF",NA,NA,NA,NA,NA,NA,19,0,1
"1606","K.Granson","IND","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,19,0,2
"1607","M.Hardman","KC","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,19,0,3
"1608","M.Lewis","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,19,0,1
"1609","M.Sanu","SF","2021_05_SF_ARI",NA,NA,NA,NA,NA,NA,19,0,2
"1610","M.Thomas","CIN","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,19,0,1
"1611","M.Williams","ARI","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,19,0,3
"1612","O.Howard","TB","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,19,0,2
"1613","P.Hart","SEA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,19,0,2
"1614","R.Seals-Jones","WAS","2021_02_NYG_WAS",NA,NA,NA,NA,NA,NA,19,1,1
"1615","R.Seals-Jones","WAS","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,19,0,2
"1616","T.Benson","DET","2021_01_SF_DET",NA,NA,NA,NA,NA,NA,19,0,3
"1617","V.Jefferson","LA","2021_06_LA_NYG",NA,NA,NA,NA,NA,NA,19,0,3
"1618","A.St","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,18,0,3
"1619","A.Tate","CIN","2021_04_JAX_CIN",NA,NA,NA,NA,NA,NA,18,0,1
"1620","A.Trautman","NO","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,18,0,3
"1621","B.Jarwin","DAL","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,18,1,1
"1622","D.Njoku","CLE","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,18,0,2
"1623","D.Njoku","CLE","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,18,0,2
"1624","D.Schultz","DAL","2021_02_DAL_LAC",NA,NA,NA,NA,NA,NA,18,0,2
"1625","D.Westbrook","MIN","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,18,0,3
"1626","K.Raymond","DET","2021_02_DET_GB",NA,NA,NA,NA,NA,NA,18,0,2
"1627","M.Alie-Cox","IND","2021_02_LA_IND",NA,NA,NA,NA,NA,NA,18,0,1
"1628","R.McCloud","PIT","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,18,0,2
"1629","T.Conklin","MIN","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,18,0,4
"1630","T.Sharpe","ATL","2021_07_ATL_MIA",NA,NA,NA,NA,NA,NA,18,0,2
"1631","A.Brown","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,17,0,1
"1632","A.Dulin","IND","2021_04_IND_MIA",NA,NA,NA,NA,NA,NA,17,0,1
"1633","A.Erickson","CAR","2021_06_MIN_CAR",NA,NA,NA,NA,NA,NA,17,0,1
"1634","B.Price","DET","2021_07_DET_LA",NA,NA,NA,NA,NA,NA,17,0,1
"1635","C.Claypool","PIT","2021_06_SEA_PIT",NA,NA,NA,NA,NA,NA,17,0,2
"1636","C.Sims","WAS","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,17,0,1
"1637","C.White","PIT","2021_03_CIN_PIT",NA,NA,NA,NA,NA,NA,17,0,2
"1638","C.Wilson","DAL","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,17,1,2
"1639","D.Amendola","HOU","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,17,0,3
"1640","D.Knox","BUF","2021_02_BUF_MIA",NA,NA,NA,NA,NA,NA,17,1,2
"1641","D.Njoku","CLE","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,17,0,2
"1642","D.Parham","LAC","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,17,1,2
"1643","D.Robinson","KC","2021_03_LAC_KC",NA,NA,NA,NA,NA,NA,17,0,2
"1644","D.Westbrook","MIN","2021_04_CLE_MIN",NA,NA,NA,NA,NA,NA,17,0,1
"1645","G.Kittle","SF","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,17,0,4
"1646","H.Bryant","CLE","2021_01_CLE_KC",NA,NA,NA,NA,NA,NA,17,0,1
"1647","I.Thomas","CAR","2021_01_NYJ_CAR",NA,NA,NA,NA,NA,NA,17,0,1
"1648","J.Akins","HOU","2021_02_HOU_CLE",NA,NA,NA,NA,NA,NA,17,0,1
"1649","J.Akins","HOU","2021_05_NE_HOU",NA,NA,NA,NA,NA,NA,17,0,2
"1650","J.Jennings","SF","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,17,1,2
"1651","J.Palmer","LAC","2021_01_LAC_WAS",NA,NA,NA,NA,NA,NA,17,0,1
"1652","K.Bourne","NE","2021_01_MIA_NE",NA,NA,NA,NA,NA,NA,17,0,1
"1653","K.Hodge","DET","2021_05_DET_MIN",NA,NA,NA,NA,NA,NA,17,0,1
"1654","K.Stills","NO","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,17,0,1
"1655","M.Lewis","GB","2021_06_GB_CHI",NA,NA,NA,NA,NA,NA,17,0,2
"1656","M.Valdes-Scantling","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,17,0,3
"1657","N.Agholor","NE","2021_03_NO_NE",NA,NA,NA,NA,NA,NA,17,0,2
"1658","R.Moore","ARI","2021_07_HOU_ARI",NA,NA,NA,NA,NA,NA,17,0,2
"1659","T.Marshall","CAR","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,17,0,3
"1660","A.Lazard","GB","2021_01_GB_NO",NA,NA,NA,NA,NA,NA,16,0,2
"1661","A.Okwuegbunam","DEN","2021_01_DEN_NYG",NA,NA,NA,NA,NA,NA,16,1,3
"1662","A.Robinson","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,16,0,2
"1663","C.Beasley","BUF","2021_04_HOU_BUF",NA,NA,NA,NA,NA,NA,16,0,2
"1664","C.Hogan","NO","2021_02_NO_CAR",NA,NA,NA,NA,NA,NA,16,0,1
"1665","C.Uzomah","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,16,0,2
"1666","D.Milne","WAS","2021_07_WAS_GB",NA,NA,NA,NA,NA,NA,16,0,2
"1667","D.Smith","PHI","2021_02_SF_PHI",NA,NA,NA,NA,NA,NA,16,0,2
"1668","G.Bernard","TB","2021_02_ATL_TB",NA,NA,NA,NA,NA,NA,16,0,2
"1669","G.Davis","BUF","2021_05_BUF_KC",NA,NA,NA,NA,NA,NA,16,0,1
"1670","K.Kirkwood","CAR","2021_07_CAR_NYG",NA,NA,NA,NA,NA,NA,16,0,3
"1671","K.Toney","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,16,0,2
"1672","M.Goodwin","CHI","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,16,0,2
"1673","M.Sanu","SF","2021_07_IND_SF",NA,NA,NA,NA,NA,NA,16,0,1
"1674","S.Shepard","NYG","2021_03_ATL_NYG",NA,NA,NA,NA,NA,NA,16,0,2
"1675","T.Johnson","TB","2021_07_CHI_TB",NA,NA,NA,NA,NA,NA,16,0,2
"1676","T.Patrick","DEN","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,16,0,2
"1677","V.Jefferson","LA","2021_05_LA_SEA",NA,NA,NA,NA,NA,NA,16,0,1
"1678","A.Shaheen","MIA","2021_05_MIA_TB",NA,NA,NA,NA,NA,NA,15,0,2
"1679","B.Aiyuk","SF","2021_04_SEA_SF",NA,NA,NA,NA,NA,NA,15,0,1
"1680","C.Evans","CIN","2021_05_GB_CIN",NA,NA,NA,NA,NA,NA,15,0,2
"1681","C.Hogan","NO","2021_04_NYG_NO",NA,NA,NA,NA,NA,NA,15,0,2
"1682","C.Uzomah","CIN","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,15,1,3
"1683","G.Ward","PHI","2021_03_PHI_DAL",NA,NA,NA,NA,NA,NA,15,1,1
"1684","G.Ward","PHI","2021_04_KC_PHI",NA,NA,NA,NA,NA,NA,15,1,1
"1685","H.Bryant","CLE","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,15,0,1
"1686","I.Thomas","CAR","2021_04_CAR_DAL",NA,NA,NA,NA,NA,NA,15,0,3
"1687","J.Guyton","LAC","2021_06_LAC_BAL",NA,NA,NA,NA,NA,NA,15,0,1
"1688","J.Hollister","JAX","2021_03_ARI_JAX",NA,NA,NA,NA,NA,NA,15,1,2
"1689","J.Proche","BAL","2021_05_IND_BAL",NA,NA,NA,NA,NA,NA,15,0,2
"1690","K.Hinton","DEN","2021_02_DEN_JAX",NA,NA,NA,NA,NA,NA,15,0,1
"1691","K.Hinton","DEN","2021_07_DEN_CLE",NA,NA,NA,NA,NA,NA,15,0,2
"1692","N.Fant","DEN","2021_03_NYJ_DEN",NA,NA,NA,NA,NA,NA,15,0,2
"1693","O.Zaccheaus","ATL","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,15,0,1
"1694","P.Ricard","BAL","2021_01_BAL_LV",NA,NA,NA,NA,NA,NA,15,0,2
"1695","R.Griffin","NYJ","2021_07_NYJ_NE",NA,NA,NA,NA,NA,NA,15,0,1
"1696","T.Conklin","MIN","2021_02_MIN_ARI",NA,NA,NA,NA,NA,NA,15,0,2
"1697","T.Kennedy","DET","2021_06_CIN_DET",NA,NA,NA,NA,NA,NA,15,0,1
"1698","T.Sharpe","ATL","2021_04_WAS_ATL",NA,NA,NA,NA,NA,NA,15,0,2
"1699","W.Snead","LV","2021_04_LV_LAC",NA,NA,NA,NA,NA,NA,15,0,1
"1700","Z.Jones","LV","2021_03_MIA_LV",NA,NA,NA,NA,NA,NA,15,0,1
