"","player","tm","game_id","wpa","epa","id","pa.yds","pa.tds","pa.cmp","pa.att","pa.cmp_pct","pa.cpo","pa.sck","pa.int","pa.1st","pa.air","pa.dpb","pa.prob_dpb","pa.dpb_oe","pa.frc","pa.lst","ru.yds","ru.tds","ru.att","ru.1st","ru.20z","ru.10z","ru.frc","ru.lst","re.yds","re.tds","re.cat","re.tgt","re.cat_pct","re.cpo","re.1st","re.air","re.yac","re.xyc","re.frc","re.lst","tm.tot.yds","tm.tot.tds","tm.rushes","tm.target","tm.pyards","tm.ayards","tm.ryards","tm.20zone","tm.10zone"
"281","D.Montgomery","CHI","2021_04_DET_CHI",0.108,4.45,"D.Montgomery2021_04_DET_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,2,23,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"282","E.Mitchell","SF","2021_01_SF_DET",0.135,1.16,"E.Mitchell2021_01_SF_DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,1,19,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"283","A.Jones","GB","2021_05_GB_CIN",0.082,1.37,"A.Jones2021_05_GB_CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,14,3,3,0,0,0,6,0,4,5,0.8,6.56,0,7,16,31,0,0,0,0,0,0,0,0,0,0,0
"284","J.Taylor","IND","2021_04_IND_MIA",0.209,3.26,"J.Taylor2021_04_IND_MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,16,4,6,2,0,0,11,0,3,3,1,15.09,0,-6,17,21,0,0,0,0,0,0,0,0,0,0,0
"285","C.Edwards-Helaire","KC","2021_04_KC_PHI",0.124,4.4,"C.Edwards-Helaire2021_04_KC_PHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,14,4,1,0,0,0,12,1,2,3,0.666,-3.84,2,1,11,12,0,0,0,0,0,0,0,0,0,0,0
"286","A.Collins","SEA","2021_06_SEA_PIT",0.044,2.52,"A.Collins2021_06_SEA_PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,20,6,6,4,0,0,-3,0,1,1,1,12.77,0,-6,3,10,0,0,0,0,0,0,0,0,0,0,0
"287","C.Hubbard","CAR","2021_05_PHI_CAR",0.02,-2.02,"C.Hubbard2021_05_PHI_CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,24,6,2,1,0,0,33,0,5,6,0.833,3.21,1,6,31,29,0,0,0,0,0,0,0,0,0,0,0
"288","D.Harris","NE","2021_06_DAL_NE",0.115,2.76,"D.Harris2021_06_DAL_NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,18,5,4,3,0,0,7,0,1,1,1,11.73,0,-4,11,9,0,0,0,0,0,0,0,0,0,0,0
"289","M.Gordon","DEN","2021_01_DEN_NYG",-0.064,2.79,"M.Gordon2021_01_DEN_NYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,1,11,2,0,0,0,0,17,0,3,3,1,18.24,1,-2,19,19,0,0,0,0,0,0,0,0,0,0,0
"290","C.Edwards-Helaire","KC","2021_03_LAC_KC",-0.112,-3.54,"C.Edwards-Helaire2021_03_LAC_KC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,17,5,2,1,1,1,9,1,2,2,1,13.49,1,-5,14,14,0,0,0,0,0,0,0,0,0,0,0
"291","D.Harris","NE","2021_01_MIA_NE",-0.399,-4.97,"D.Harris2021_01_MIA_NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,23,6,3,1,1,1,17,0,2,3,0.666,-18.62,0,5,16,15,0,0,0,0,0,0,0,0,0,0,0
"292","K.Herbert","CHI","2021_07_CHI_TB",-0.013,0.52,"K.Herbert2021_07_CHI_TB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,18,5,2,1,0,0,33,0,5,5,1,24.56,2,-10,43,34,0,0,0,0,0,0,0,0,0,0,0
"293","N.Chubb","CLE","2021_04_CLE_MIN",-0.012,-0.15,"N.Chubb2021_04_CLE_MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,21,5,6,2,0,0,5,0,1,1,1,18.77,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0
"294","C.McCaffrey","CAR","2021_01_NYJ_CAR",-0.026,-2.62,"C.McCaffrey2021_01_NYJ_CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,21,2,5,2,0,0,89,0,9,9,1,23.35,6,5,84,48,0,0,0,0,0,0,0,0,0,0,0
"295","K.Herbert","CHI","2021_06_GB_CHI",0.023,4.94,"K.Herbert2021_06_GB_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,19,7,2,2,0,0,15,0,2,3,0.666,-25.1,1,-11,21,25,0,0,0,0,0,0,0,0,0,0,0
"296","E.Elliott","DAL","2021_03_PHI_DAL",0.04,4.67,"E.Elliott2021_03_PHI_DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,2,17,6,6,3,0,0,21,0,3,3,1,28.71,1,1,20,15,0,0,0,0,0,0,0,0,0,0,0
"297","N.Chubb","CLE","2021_02_HOU_CLE",0.133,5.45,"N.Chubb2021_02_HOU_CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,1,11,5,2,1,0,0,3,0,1,1,1,12.64,0,-5,8,9,0,0,0,0,0,0,0,0,0,0,0
"298","J.Mixon","CIN","2021_06_CIN_DET",0.046,0.67,"J.Mixon2021_06_CIN_DET",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,18,5,0,0,0,0,59,1,5,6,0.833,1.55,2,-10,68,38,1,0,0,0,0,0,0,0,0,0,0
"299","L.Fournette","TB","2021_04_TB_NE",0.063,1.74,"L.Fournette2021_04_TB_NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,20,6,1,1,0,0,47,0,3,5,0.6,-38.61,3,-7,52,31,0,0,0,0,0,0,0,0,0,0,0
"300","C.Carson","SEA","2021_01_SEA_IND",0.006,-2.56,"C.Carson2021_01_SEA_IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,16,2,1,0,1,1,26,0,3,3,1,16.21,1,-3,29,20,0,0,0,0,0,0,0,0,0,0,0
"301","A.Gibson","WAS","2021_01_LAC_WAS",-0.208,-3.65,"A.Gibson2021_01_LAC_WAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,20,5,1,0,2,1,18,0,3,5,0.6,-0.03,1,3,15,27,0,0,0,0,0,0,0,0,0,0,0
"302","J.Mixon","CIN","2021_03_CIN_PIT",0.051,-1.57,"J.Mixon2021_03_CIN_PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,18,3,1,0,0,0,4,0,1,1,1,15.16,0,-1,5,6,0,0,0,0,0,0,0,0,0,0,0
"303","A.Kamara","NO","2021_03_NO_NE",0.033,-2.71,"A.Kamara2021_03_NO_NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,24,4,3,1,0,0,29,1,3,4,0.75,0.47,2,1,31,22,0,0,0,0,0,0,0,0,0,0,0
"304","D.Henderson","LA","2021_04_ARI_LA",0.077,1.98,"D.Henderson2021_04_ARI_LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,14,4,1,1,0,0,27,0,5,6,0.833,5.12,1,-8,37,39,0,0,0,0,0,0,0,0,0,0,0
"305","T.Sermon","SF","2021_04_SEA_SF",-0.008,-0.06,"T.Sermon2021_04_SEA_SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","J.Robinson","JAX","2021_03_ARI_JAX",0.029,1.9,"J.Robinson2021_03_ARI_JAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,15,5,3,1,0,0,46,0,6,6,1,17.7,3,6,40,31,1,0,0,0,0,0,0,0,0,0,0
"307","M.Ingram","HOU","2021_01_JAX_HOU",0.004,-4.84,"M.Ingram2021_01_JAX_HOU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,1,26,3,6,4,0,0,0,0,0,1,0,-Inf,0,19,0,3,0,0,0,0,0,0,0,0,0,0,0
"308","N.Chubb","CLE","2021_03_CHI_CLE",-0.067,-2,"N.Chubb2021_03_CHI_CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,22,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"309","A.Kamara","NO","2021_01_GB_NO",-0.011,-2.21,"A.Kamara2021_01_GB_NO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,20,4,5,2,0,0,8,1,3,4,0.75,-10.42,2,-4,15,21,0,0,0,0,0,0,0,0,0,0,0
"310","N.Chubb","CLE","2021_01_CLE_KC",-0.062,-0.48,"N.Chubb2021_01_CLE_KC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,2,15,4,6,4,1,1,18,0,2,2,1,12.73,2,-4,22,14,0,0,0,0,0,0,0,0,0,0,0
"311","A.Jones","GB","2021_03_GB_SF",0.038,0.24,"A.Jones2021_03_GB_SF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,19,4,6,2,0,0,14,0,2,2,1,24.49,1,-3,17,12,1,0,0,0,0,0,0,0,0,0,0
"312","D.Henderson","LA","2021_05_LA_SEA",0.086,-0.17,"D.Henderson2021_05_LA_SEA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,17,5,2,1,0,0,17,0,1,1,1,13.07,1,-5,22,9,0,0,0,0,0,0,0,0,0,0,0
"313","D.Singletary","BUF","2021_02_BUF_MIA",0.103,1.16,"D.Singletary2021_02_BUF_MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,1,13,1,3,1,0,0,9,0,2,3,0.666,-12.86,1,10,18,19,1,0,0,0,0,0,0,0,0,0,0
"314","A.Dillon","GB","2021_04_PIT_GB",0.054,3.52,"A.Dillon2021_04_PIT_GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,15,5,0,0,0,0,16,0,1,1,1,21.66,1,3,13,3,0,0,0,0,0,0,0,0,0,0,0
"315","C.Edmonds","ARI","2021_07_HOU_ARI",0.037,0.44,"C.Edmonds2021_07_HOU_ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,15,4,1,1,0,0,9,0,1,3,0.333,-154.94,0,-7,14,23,0,0,0,0,0,0,0,0,0,0,0
"316","K.Hunt","CLE","2021_03_CHI_CLE",0.125,4.35,"K.Hunt2021_03_CHI_CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,10,4,2,0,0,0,74,0,6,7,0.857,1.23,4,-6,78,42,0,0,0,0,0,0,0,0,0,0,0
"317","L.Fournette","TB","2021_06_TB_PHI",0.056,3.61,"L.Fournette2021_06_TB_PHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,2,22,7,8,6,0,0,46,0,6,6,1,22.97,2,1,45,31,0,0,0,0,0,0,0,0,0,0,0
"318","L.Fournette","TB","2021_07_CHI_TB",0.026,1.89,"L.Fournette2021_07_CHI_TB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,15,7,6,3,0,0,9,0,2,4,0.5,-46.7,0,8,7,14,0,0,0,0,0,0,0,0,0,0,0
"319","N.Harris","PIT","2021_06_SEA_PIT",-0.08,-3.84,"N.Harris2021_06_SEA_PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,24,3,4,2,0,0,46,1,6,7,0.857,10.53,2,10,34,32,0,0,0,0,0,0,0,0,0,0,0
"320","C.Carson","SEA","2021_03_SEA_MIN",0.14,4.72,"C.Carson2021_03_SEA_MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,12,4,0,0,0,0,2,0,2,2,1,18.23,0,-5,7,14,0,0,0,0,0,0,0,0,0,0,0
"321","D.Singletary","BUF","2021_04_HOU_BUF",-0.01,2.1,"D.Singletary2021_04_HOU_BUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,14,4,1,0,1,0,7,0,1,1,1,26.81,1,0,7,5,0,0,0,0,0,0,0,0,0,0,0
"322","D.Henderson","LA","2021_06_LA_NYG",-0.126,-2.01,"D.Henderson2021_06_LA_NYG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,21,4,5,2,0,0,29,1,2,3,0.666,6.28,1,29,2,8,0,0,0,0,0,0,0,0,0,0,0
"323","J.Robinson","JAX","2021_04_JAX_CIN",0.175,1.61,"J.Robinson2021_04_JAX_CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,18,6,3,3,0,0,-2,0,1,2,0.5,-67.89,0,-9,4,15,0,0,0,0,0,0,0,0,0,0,0
"324","T.Williams","BAL","2021_02_KC_BAL",0.134,2.22,"T.Williams2021_02_KC_BAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,13,4,3,2,1,0,16,0,2,2,1,21.21,1,3,13,8,0,0,0,0,0,0,0,0,0,0,0
"325","A.Jones","GB","2021_06_GB_CHI",0.125,2.29,"A.Jones2021_06_GB_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,13,3,4,2,0,0,34,1,4,4,1,19.01,3,-8,42,26,0,0,0,0,0,0,0,0,0,0,0
"326","K.Herbert","CHI","2021_05_CHI_LV",0.067,-1.69,"K.Herbert2021_05_CHI_LV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,18,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"327","T.Pollard","DAL","2021_05_NYG_DAL",0.097,3.45,"T.Pollard2021_05_NYG_DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,14,4,3,0,0,0,28,0,4,4,1,16.9,1,-1,29,25,1,0,0,0,0,0,0,0,0,0,0
"328","M.Sanders","PHI","2021_01_PHI_ATL",0.031,-1.04,"M.Sanders2021_01_PHI_ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,16,3,1,1,0,0,39,0,4,5,0.8,1.43,1,-10,51,35,0,0,0,0,0,0,0,0,0,0,0
"329","J.Robinson","JAX","2021_06_MIA_JAX",-0.12,-4.78,"J.Robinson2021_06_MIA_JAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,1,17,3,3,2,0,0,28,0,3,4,0.75,-8.8,1,6,24,19,0,0,0,0,0,0,0,0,0,0,0
"330","M.Ingram","HOU","2021_06_HOU_IND",-0.056,-0.87,"M.Ingram2021_06_HOU_IND",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,18,5,1,0,0,0,8,0,2,2,1,11.74,0,-9,17,18,0,0,0,0,0,0,0,0,0,0,0
"331","C.McCaffrey","CAR","2021_02_NO_CAR",-0.059,-3.13,"C.McCaffrey2021_02_NO_CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1,24,5,7,5,0,0,65,0,5,6,0.833,7.59,5,13,52,25,0,0,0,0,0,0,0,0,0,0,0
"332","D.Singletary","BUF","2021_01_PIT_BUF",0.021,0.82,"D.Singletary2021_01_PIT_BUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,11,4,1,1,0,0,8,0,3,5,0.6,-16.38,0,5,7,23,2,0,0,0,0,0,0,0,0,0,0
"333","A.Kamara","NO","2021_05_NO_WAS",0.024,-1.63,"A.Kamara2021_05_NO_WAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,16,2,1,0,0,0,51,1,5,8,0.625,-19.64,3,11,64,52,0,0,0,0,0,0,0,0,0,0,0
"334","E.Elliott","DAL","2021_02_DAL_LAC",-0.008,0.71,"E.Elliott2021_02_DAL_LAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,16,4,3,1,0,0,12,0,2,2,1,29.42,1,1,11,11,0,0,0,0,0,0,0,0,0,0,0
"335","J.Conner","ARI","2021_06_ARI_CLE",0.013,0.9,"J.Conner2021_06_ARI_CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,16,5,3,1,0,0,0,0,1,1,1,13.86,0,-1,1,6,0,0,0,0,0,0,0,0,0,0,0
"336","D.Henderson","LA","2021_01_CHI_LA",-0.034,1.97,"D.Henderson2021_01_CHI_LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,16,5,4,3,0,0,17,0,1,1,1,16.99,1,3,14,4,0,0,0,0,0,0,0,0,0,0,0
"337","A.Gibson","WAS","2021_02_NYG_WAS",-0.024,0.24,"A.Gibson2021_02_NYG_WAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,13,4,0,0,0,0,4,0,2,2,1,16.3,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0
"338","E.Elliott","DAL","2021_06_DAL_NE",-0.144,-3.66,"E.Elliott2021_06_DAL_NE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,17,4,3,2,0,0,50,0,7,9,0.777,-1.97,3,4,38,49,0,0,0,0,0,0,0,0,0,0,0
"339","J.Mixon","CIN","2021_02_CIN_CHI",-0.15,-3.85,"J.Mixon2021_02_CIN_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,20,2,0,0,0,0,2,0,1,2,0.5,-62.66,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0
"340","K.Drake","LV","2021_07_PHI_LV",0.064,0.63,"K.Drake2021_07_PHI_LV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,14,5,2,1,0,0,10,0,3,3,1,13.77,0,-4,14,21,0,0,0,0,0,0,0,0,0,0,0
"341","K.Hunt","CLE","2021_04_CLE_MIN",0.16,0.39,"K.Hunt2021_04_CLE_MIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,1,14,4,2,2,0,0,17,0,2,4,0.5,-49.27,2,6,21,17,0,0,0,0,0,0,0,0,0,0,0
"342","A.Jones","GB","2021_02_DET_GB",0.042,1.12,"A.Jones2021_02_DET_GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,17,5,6,4,0,0,48,3,6,6,1,25.25,5,-3,51,28,0,0,0,0,0,0,0,0,0,0,0
"343","J.Mixon","CIN","2021_04_JAX_CIN",0.088,1.45,"J.Mixon2021_04_JAX_CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,16,4,2,2,0,0,0,0,1,2,0.5,-69.79,0,-10,3,18,0,0,0,0,0,0,0,0,0,0,0
"344","L.Fournette","TB","2021_05_MIA_TB",0.086,2.55,"L.Fournette2021_05_MIA_TB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,1,12,3,4,2,0,0,43,0,4,5,0.8,11.78,3,39,32,20,0,0,0,0,0,0,0,0,0,0,0
"345","M.Gaskin","MIA","2021_07_ATL_MIA",0.029,0.44,"M.Gaskin2021_07_ATL_MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,15,4,5,2,0,0,10,1,4,4,1,21.23,1,-9,19,28,0,0,0,0,0,0,0,0,0,0,0
"346","S.Michel","LA","2021_03_TB_LA",-0.05,-3.58,"S.Michel2021_03_TB_LA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,20,5,2,1,0,0,12,0,3,4,0.75,-16.33,0,-4,19,25,0,0,0,0,0,0,0,0,0,0,0
"347","T.Pollard","DAL","2021_04_CAR_DAL",0.008,1.26,"T.Pollard2021_04_CAR_DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,10,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","A.Ekeler","LAC","2021_05_CLE_LAC",0.167,3.88,"A.Ekeler2021_05_CLE_LAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,18,5,7,4,0,0,53,1,5,5,1,16.22,2,-17,70,41,2,1,0,0,0,0,0,0,0,0,0
"349","J.Williams","DET","2021_04_DET_CHI",-0.026,2.19,"J.Williams2021_04_DET_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","K.Hunt","CLE","2021_06_ARI_CLE",-0.086,-1.56,"K.Hunt2021_06_ARI_CLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,14,4,4,1,0,0,12,0,3,3,1,18.92,0,2,10,16,0,0,0,0,0,0,0,0,0,0,0
"351","M.Gaskin","MIA","2021_03_MIA_LV",0.227,-1.94,"M.Gaskin2021_03_MIA_LV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,13,1,0,0,0,0,9,0,3,6,0.5,-62.76,1,-7,14,39,0,0,0,0,0,0,0,0,0,0,0
"352","T.Williams","BAL","2021_01_BAL_LV",0.098,1.87,"T.Williams2021_01_BAL_LV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,1,9,2,1,0,0,0,29,0,3,4,0.75,-11.4,1,0,31,23,0,0,0,0,0,0,0,0,0,0,0
"353","D.Williams","CHI","2021_05_CHI_LV",0.042,-0.71,"D.Williams2021_05_CHI_LV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,16,3,3,3,0,0,20,0,2,3,0.666,-17.71,1,-1,18,19,0,0,0,0,0,0,0,0,0,0,0
"354","J.Conner","ARI","2021_07_HOU_ARI",0.011,0.54,"J.Conner2021_07_HOU_ARI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","J.Taylor","IND","2021_03_IND_TEN",0.255,6.91,"J.Taylor2021_03_IND_TEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,10,6,1,0,0,0,8,0,1,1,1,12.29,0,-4,12,9,0,0,0,0,0,0,0,0,0,0,0
"356","J.Williams","DEN","2021_02_DEN_JAX",0.056,2.69,"J.Williams2021_02_DEN_JAX",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,13,5,2,1,0,0,10,0,1,1,1,11.62,0,-3,13,8,0,0,0,0,0,0,0,0,0,0,0
"357","A.Gibson","WAS","2021_04_WAS_ATL",0,-2.35,"A.Gibson2021_04_WAS_ATL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,1,14,5,1,1,0,0,12,0,2,2,1,11.2,1,-7,19,17,0,0,0,0,0,0,0,0,0,0,0
"358","C.Edmonds","ARI","2021_01_ARI_TEN",-0.001,2.51,"C.Edmonds2021_01_ARI_TEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,12,3,1,1,0,0,43,0,4,4,1,20.04,2,-12,55,32,0,0,0,0,0,0,0,0,0,0,0
"359","R.Jones","TB","2021_07_CHI_TB",0.023,-1.65,"R.Jones2021_07_CHI_TB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,10,4,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","D.Harris","NE","2021_02_NE_NYJ",0.043,-0.22,"D.Harris2021_02_NE_NYJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,16,4,4,3,0,0,2,0,1,1,1,20.09,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0
"361","Da.Williams","KC","2021_06_KC_WAS",0.112,-1.81,"Da.Williams2021_06_KC_WAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,2,21,5,6,3,0,0,27,0,3,4,0.75,-2.18,1,-5,31,26,0,0,0,0,0,0,0,0,0,0,0
"362","N.Harris","PIT","2021_04_PIT_GB",0.013,2.73,"N.Harris2021_04_PIT_GB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,1,15,5,1,1,0,0,29,0,6,7,0.857,10.31,2,-16,45,50,0,0,0,0,0,0,0,0,0,0,0
"363","C.Hubbard","CAR","2021_06_MIN_CAR",-0.013,0.61,"C.Hubbard2021_06_MIN_CAR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,16,5,1,1,0,0,4,0,1,3,0.333,-142.49,0,6,0,13,0,0,0,0,0,0,0,0,0,0,0
"364","D.Cook","MIN","2021_01_MIN_CIN",-0.06,-6.69,"D.Cook2021_01_MIN_CIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,20,5,2,1,1,1,43,0,6,7,0.857,5.35,2,-9,52,49,0,0,0,0,0,0,0,0,0,0,0
"365","D.Montgomery","CHI","2021_02_CIN_CHI",-0.092,-6.72,"D.Montgomery2021_02_CIN_CHI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,20,3,3,2,0,0,18,0,3,4,0.75,-7.91,2,-1,14,25,0,0,0,0,0,0,0,0,0,0,0
"366","J.Williams","DEN","2021_05_DEN_PIT",0.036,0.76,"J.Williams2021_05_DEN_PIT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,8,2,1,1,0,0,25,0,3,3,1,24.85,1,7,18,12,0,0,0,0,0,0,0,0,0,0,0
"367","K.Hunt","CLE","2021_05_CLE_LAC",0.309,4.69,"K.Hunt2021_05_CLE_LAC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,12,5,4,2,0,0,28,0,5,6,0.833,4.85,2,-3,32,37,0,0,0,0,0,0,0,0,0,0,0
"368","Z.Moss","BUF","2021_04_HOU_BUF",-0.018,-0.43,"Z.Moss2021_04_HOU_BUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,1,14,3,5,2,0,0,0,0,0,1,0,-Inf,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","A.Gibson","WAS","2021_05_NO_WAS",-0.022,-0.95,"A.Gibson2021_05_NO_WAS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,2,20,6,6,4,0,0,12,0,2,2,1,19.67,1,3,9,8,0,0,0,0,0,0,0,0,0,0,0
"370","C.Patterson","ATL","2021_07_ATL_MIA",0.097,-0.73,"C.Patterson2021_07_ATL_MIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,14,4,5,1,0,0,1,0,2,5,0.4,-99.01,0,4,2,26,0,0,0,0,0,0,0,0,0,0,0
"371","M.Gordon","DEN","2021_03_NYJ_DEN",-0.005,-1.82,"M.Gordon2021_03_NYJ_DEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,18,4,6,3,0,0,21,0,1,2,0.5,-34.17,1,-10,22,18,0,0,0,0,0,0,0,0,0,0,0
"372","T.Pollard","DAL","2021_03_PHI_DAL",0.086,2.26,"T.Pollard2021_03_PHI_DAL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,11,3,0,0,0,0,5,0,1,1,1,12.1,0,-3,8,8,0,0,0,0,0,0,0,0,0,0,0
"373","Z.Moss","BUF","2021_03_WAS_BUF",0.037,2.98,"Z.Moss2021_03_WAS_BUF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,13,4,5,4,0,0,31,1,3,3,1,21.06,2,1,30,15,0,0,0,0,0,0,0,0,0,0,0
